Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008",MBBS,Open Seat Quota,OBC PwD,349771,719437,3,6228.6,R1
"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008",MBBS,Open Seat Quota,SC,23840,43043,14,6228.6,R1
"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008",MBBS,Open Seat Quota,ST,44209,82514,10,6228.6,R2
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,EWS,1154,1824,12,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,EWS PwD,162851,162851,1,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,General,60,953,48,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,General PwD,46903,46903,1,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,OBC,600,1801,35,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,OBC PwD,13544,143278,3,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,SC,2259,10774,18,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,SC PwD,145903,145903,1,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,ST,19512,23240,10,1132.8000000000002,R1
"AIIMS, Nagpur, PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open Seat Quota,ST PwD,48798,48798,1,1132.8000000000002,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Foreign Country Quota,General,197,3419,7,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,EWS,33,214,14,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,EWS PwD,42719,42719,1,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,General,1,47,40,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,General PwD,544,18603,3,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,OBC,20,186,36,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,OBC PwD,27356,27356,1,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,SC,35,647,20,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,SC PwD,159816,159816,1,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,ST,219,1150,8,69.80000000000001,R1
"AIIMS, New Delhi, AIIMS ANSARI NAGAR EAST AUROBINDO MARG NEW DELHI 110029, Delhi (NCT), 110029",MBBS,Open Seat Quota,ST PwD,141178,398369,2,69.80000000000001,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,EWS,1360,2927,15,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,General,663,1476,36,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,General PwD,29090,111299,2,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,OBC,613,2004,46,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,OBC PwD,37990,397717,4,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,SC,3384,19736,20,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,SC PwD,661080,661080,1,1590.2,R2
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,ST,25647,42342,9,1590.2,R1
"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open Seat Quota,ST PwD,862601,862601,1,1590.2,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,EWS,2198,4216,13,2865.6,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,General,1720,2994,43,2865.6,R2
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,General PwD,217961,217961,1,2865.6,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,OBC,1923,3549,43,2865.6,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,OBC PwD,83430,251890,2,2865.6,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,SC,16342,28489,21,2865.6,R1
"AIIMS, Rai Bareli, All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open Seat Quota,ST,28912,53282,10,2865.6,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,EWS,1721,2371,14,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,EWS PwD,191753,191753,1,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,General,450,1180,52,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,OBC,990,2062,39,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,OBC PwD,121794,210185,4,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,SC,8541,13250,18,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,SC PwD,437760,437760,1,1334.6000000000001,R1
"AIIMS, Raipur, Tatibandh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open Seat Quota,ST,15940,29829,9,1334.6000000000001,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,EWS,811,1200,13,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,General,241,731,46,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,General PwD,31509,31509,1,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,OBC,359,1139,39,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,OBC PwD,61896,156031,3,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,SC,1783,8393,18,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,SC PwD,270150,359798,2,770.6000000000004,R1
"AIIMS, Rishikesh, ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH Uttarakhand - 249203, Uttarakhand, 249203",MBBS,Open Seat Quota,ST,10065,19156,10,770.6000000000004,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,EWS,339,1013,17,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,EWS PwD,88582,88582,1,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,General,79,510,36,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,General PwD,72310,72310,1,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,OBC,210,1135,40,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,OBC PwD,60437,194428,3,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,SC,1056,12010,20,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,SC PwD,278509,278509,1,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,ST,7671,15645,9,631.0,R1
"AIIMS- Bhopal, , SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,Open Seat Quota,ST PwD,421491,421491,1,631.0,R1
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,EWS,10435,18597,4,14741.8,R1
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,General,9263,16642,13,14741.8,R2
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,OBC,10252,17638,11,14741.8,R3
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,OBC PwD,595151,595151,1,14741.8,R1
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,SC,51994,106585,6,14741.8,R1
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA, SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,All India,ST,93471,116021,2,14741.8,R1
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,EWS,18144,20421,4,18497.0,R2
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,General,9614,19824,14,18497.0,R1
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,General PwD,696159,696159,1,18497.0,R1
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,OBC,6481,21208,20,18497.0,R2
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,SC,49817,122987,6,18497.0,R1
"ASSAM MEDICAL COLLEGE, DIBRUGARH, Borbari, Dibrugarh, Assam, 786002",MBBS,All India,ST,77641,95760,4,18497.0,R1
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,EWS,7269,17083,8,11659.0,R1
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,GNYes,1019816,1019816,1,11659.0,R3
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,General,4976,13437,14,11659.0,R3
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,General PwD,435530,435530,1,11659.0,R1
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,OBC,5077,15116,19,11659.0,R1
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,SC,61047,96668,9,11659.0,R2
"ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, VIDISHA, NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,All India,ST,59412,115138,5,11659.0,R1
"Aarupadai Veedu Medical College and Hospt., Puducherry, PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",MBBS,Deemed/Paid Seats Quota,EWS,338366,986104,5,639882.8,R2
"Aarupadai Veedu Medical College and Hospt., Puducherry, PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",MBBS,Deemed/Paid Seats Quota,General,75690,1034896,88,639882.8,R1
"Aarupadai Veedu Medical College and Hospt., Puducherry, PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",MBBS,Deemed/Paid Seats Quota,OBC,143783,1035938,95,639882.8,R1
"Aarupadai Veedu Medical College and Hospt., Puducherry, PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",MBBS,Deemed/Paid Seats Quota,SC,297191,1033267,21,639882.8,R1
"Aarupadai Veedu Medical College and Hospt., Puducherry, PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",MBBS,Deemed/Paid Seats Quota,ST,463583,1015597,4,639882.8,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, ",MBBS,Deemed/Paid Seats Quota,General,119590,119590,1,119590.0,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Deemed/Paid Seats Quota,EWS,296115,296115,1,210479.4,R3
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Deemed/Paid Seats Quota,General,61711,329153,112,210479.4,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Deemed/Paid Seats Quota,OBC,124322,328260,48,210479.4,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Deemed/Paid Seats Quota,SC,178124,309686,3,210479.4,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Non-Resident Indian,General,270222,1044974,23,210479.4,R1
"Amrita Institute of Medical Science, Kochi, Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",MBBS,Non-Resident Indian,OBC,648764,879776,2,210479.4,R2
"Amrita School of Dentistry, Kochi, Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi, Kerala, 682041",BDS,Deemed/Paid Seats Quota,General,142020,719816,35,427259.2,R1
"Amrita School of Dentistry, Kochi, Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi, Kerala, 682041",BDS,Deemed/Paid Seats Quota,OBC,217234,714017,17,427259.2,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, ",MBBS,Deemed/Paid Seats Quota,General,123567,123638,2,123623.8,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, ",MBBS,Deemed/Paid Seats Quota,OBC,131895,131895,1,123623.8,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Deemed/Paid Seats Quota,EWS,136923,136923,1,181133.6,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Deemed/Paid Seats Quota,General,20377,296345,143,181133.6,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Deemed/Paid Seats Quota,General PwD,234346,234346,1,181133.6,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Deemed/Paid Seats Quota,OBC,76351,287797,12,181133.6,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Deemed/Paid Seats Quota,SC,284775,284775,1,181133.6,R2
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Non-Resident Indian,General,300299,1155414,16,181133.6,R1
"Amrita School of Medicine Faridabad, Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",MBBS,Non-Resident Indian,OBC,593668,1389425,3,181133.6,R1
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,EWS,20095,23864,3,21582.0,R1
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,General,10934,23302,7,21582.0,R3
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,OBC,9799,24408,13,21582.0,R3
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,OBC PwD,864414,864414,1,21582.0,R1
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,SC,120894,123496,4,21582.0,R2
"Andaman and Nicobar Islands Institute of Medical S, Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair- 744104, Andaman And Nicobar Islands, 744104",MBBS,All India,ST,144579,144579,1,21582.0,R2
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,EWS,6958,14523,8,9158.0,R2
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,General,2112,11182,11,9158.0,R3
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,General PwD,239246,239246,1,9158.0,R1
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,OBC,4011,15188,19,9158.0,R2
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,OBC PwD,537197,760110,2,9158.0,R1
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,SC,38848,73938,5,9158.0,R1
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,SC PwD,687949,687949,1,9158.0,R1
"Andhra Medical College, Visakhapatna m, MAHARANI PETA NEAR COLLECTOR ATE KGH CAMPUS VISAKHAPAT NAM, Andhra Pradesh, 530002",MBBS,All India,ST,59739,99342,4,9158.0,R2
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,All India,EWS,555,555,1,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,All India,General,155,203,6,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,All India,OBC,391,582,4,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,All India,SC,2247,2671,3,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,All India,ST,13662,13662,1,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) Quota,General,128008,286497,2,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) Quota,OBC,646161,646161,1,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,EWS,3013,5971,9,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,General,1482,2227,31,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,General PwD,446612,568064,2,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,OBC,5327,7238,22,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,SC,22500,59857,12,2203.2,R1
"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,IP University Quota,ST,149010,176068,6,2203.2,R1
"Autonomous State Medical Collage, Kushinagar, Uttar Pradesh, Autonomous State Medical Collage, Kubersthan Road, Harka, Kushinagar, Uttar Pradesh, 274304",MBBS,All India,EWS,13873,21579,5,19724.0,R3
"Autonomous State Medical Collage, Kushinagar, Uttar Pradesh, Autonomous State Medical Collage, Kubersthan Road, Harka, Kushinagar, Uttar Pradesh, 274304",MBBS,All India,General,12297,19952,6,19724.0,R3
"Autonomous State Medical Collage, Kushinagar, Uttar Pradesh, Autonomous State Medical Collage, Kubersthan Road, Harka, Kushinagar, Uttar Pradesh, 274304",MBBS,All India,OBC,10627,20912,11,19724.0,R1
